original_filename,copied_filename,sanitized_source_label,copied_relative_path,size_bytes,created_time,modified_time,sha256,detected_format,project_category,apparent_version,authority_classification,duplicate_group,family_group,notes
authority_demo_summary.schema.json,authority_demo_summary.schema.json,fractalish_build/fractalish-ai/guardian_authority/schemas/authority_demo_summary.schema.json,08_COGNITIVE_BASIN/authority_demo_summary.schema.json,486,2026-06-10T19:56:55.650817+00:00,2026-06-10T19:56:55.651348+00:00,f7eb63813c7028d8688cdd3527dd3fb6dbafee63fce772ac365971bf212559ef,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority demo summary schema,Guardian authority prototype.
authority_receptor_event.schema.json,authority_receptor_event.schema.json,fractalish_build/fractalish-ai/guardian_authority/schemas/authority_receptor_event.schema.json,08_COGNITIVE_BASIN/authority_receptor_event.schema.json,539,2026-06-10T19:56:55.651348+00:00,2026-06-10T19:56:55.651348+00:00,1e44c0384e47394c457291dc980e6e271faf7304016e51d2b71025ded0110a15,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority receptor event schema,Guardian authority prototype.
authority_record.schema.json,authority_record.schema.json,fractalish_build/fractalish-ai/guardian_authority/schemas/authority_record.schema.json,08_COGNITIVE_BASIN/authority_record.schema.json,555,2026-06-10T19:56:55.651348+00:00,2026-06-10T19:56:55.651348+00:00,ef2aba03c1978a50992dea115eab0ef33bf6d059add67a9941004746c3681602,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority record schema,Guardian authority prototype.
authority_source.schema.json,authority_source.schema.json,fractalish_build/fractalish-ai/guardian_authority/schemas/authority_source.schema.json,08_COGNITIVE_BASIN/authority_source.schema.json,787,2026-06-10T19:56:55.650817+00:00,2026-06-10T19:56:55.651348+00:00,cc89e4407eb7065d74b7da848f6b59aa31fce86cafa94478a4cfb1a3a300de52,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority source schema,Guardian authority prototype.
citation_route.schema.json,citation_route.schema.json,fractalish_build/fractalish-ai/guardian_authority/schemas/citation_route.schema.json,08_COGNITIVE_BASIN/citation_route.schema.json,615,2026-06-10T19:56:55.651348+00:00,2026-06-10T19:56:55.651348+00:00,8f031c4b38cc9c880a6d3b05d74ed15c32dab1473d1d2466f969d2cc3eafe920,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,citation route schema,Guardian authority prototype.
audit.jsonl,audit__dup2.jsonl,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/audit.jsonl,08_COGNITIVE_BASIN/audit__dup2.jsonl,2175,2026-06-10T19:57:38.662011+00:00,2026-06-10T19:57:38.683946+00:00,2d8c641a95ff6de6aff736891de44e93176c0befc641026f74799363d22a24e2,jsonl,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,audit jsonl,Guardian authority prototype.
authority_claims.json,authority_claims__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/authority_claims.json,08_COGNITIVE_BASIN/authority_claims__dup1.json,1446,2026-06-10T19:57:38.663009+00:00,2026-06-10T19:57:38.685948+00:00,c3e140675fcae1a04e032ab9ac0e5a33a22cb792204d4270cd76ade36e86c7fd,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority claims,Guardian authority prototype.
authority_records.json,authority_records.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/authority_records.json,08_COGNITIVE_BASIN/authority_records.json,24966,2026-06-10T19:57:38.663009+00:00,2026-06-10T19:57:38.684946+00:00,39a4210a967ce861ad5ffeb54ccd9a8d5bba96bf75d1d2cd3477a86177f76715,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,exact-39a4210a967c,authority records,Guardian authority prototype.
authority_sources.json,authority_sources__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/authority_sources.json,08_COGNITIVE_BASIN/authority_sources__dup1.json,3457,2026-06-10T19:57:38.662011+00:00,2026-06-10T19:57:38.684946+00:00,3804ebe6c4cdf7df17b1730d972a4e113bcb8adfa37f0cec538164678c0da27d,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,authority sources,Guardian authority prototype.
citation_routes.json,citation_routes__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/citation_routes.json,08_COGNITIVE_BASIN/citation_routes__dup1.json,2773,2026-06-10T19:57:38.664009+00:00,2026-06-10T19:57:38.685948+00:00,9ce34022e69096cf0acc1adb1cc2011aa41ad454d16e1701a76bf93143401440,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,citation routes,Guardian authority prototype.
conflicts.json,conflicts__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/conflicts.json,08_COGNITIVE_BASIN/conflicts__dup1.json,21358,2026-06-10T19:57:38.664009+00:00,2026-06-10T19:57:38.686947+00:00,f517ca877663ed72f72f38dbc70ad5d11b0d6991272b79c262b505361075becb,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,conflicts,Guardian authority prototype.
fractal_memory_map_authority_snapshot.json,fractal_memory_map_authority_snapshot__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/fractal_memory_map_authority_snapshot.json,08_COGNITIVE_BASIN/fractal_memory_map_authority_snapshot__dup1.json,3331,2026-06-10T19:57:38.682948+00:00,2026-06-10T19:57:38.682948+00:00,1688e22cfe377ba44b1f885cb77c459eb2575e204158cfacd34711ad47cd44ba,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,fractal memory map authority snapshot,Guardian authority prototype.
guard_decisions.json,guard_decisions__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/guard_decisions.json,08_COGNITIVE_BASIN/guard_decisions__dup1.json,517,2026-06-10T19:57:38.680948+00:00,2026-06-10T19:57:38.681948+00:00,f6798925f6c42695600faa07514e33ca4e333d947e344fa1311af125569845de,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,guard decisions,Guardian authority prototype.
lifecycle_records.json,lifecycle_records__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/lifecycle_records.json,08_COGNITIVE_BASIN/lifecycle_records__dup1.json,3631,2026-06-10T19:57:38.665010+00:00,2026-06-10T19:57:38.686947+00:00,9b1e9e0345da645dc90df3f68e4f3ffe5cd17c840c0442c902f92c1c2de756af,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,lifecycle records,Guardian authority prototype.
session_glyph_authority_update.json,session_glyph_authority_update__dup1.json,fractalish_build/fractalish-ai/guardian_authority/outputs/debug/session_glyph_authority_update.json,08_COGNITIVE_BASIN/session_glyph_authority_update__dup1.json,1648,2026-06-10T19:57:38.683946+00:00,2026-06-10T19:57:38.683946+00:00,08217e5a0918f828634335c39e7c1d9996794e9cd31118dbfafd3c2cba9e5119,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,session glyph authority update,Guardian authority prototype.
aevt-08ff2aba21b7_authority.json,aevt-08ff2aba21b7_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-08ff2aba21b7_authority.json,08_COGNITIVE_BASIN/aevt-08ff2aba21b7_authority.json,13470,2026-06-10T19:58:04.148477+00:00,2026-06-10T19:58:04.148477+00:00,73aaad965305678baf3233af04177cfbe0ba76673e5f89cd37aa24006a63de77,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ffabab authority,Guardian authority prototype.
aevt-08ff2aba21b7_receptor.json,aevt-08ff2aba21b7_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-08ff2aba21b7_receptor.json,08_COGNITIVE_BASIN/aevt-08ff2aba21b7_receptor.json,12804,2026-06-10T19:58:04.147476+00:00,2026-06-10T19:58:04.147476+00:00,26bb6f2124fb89422a82365c17533ec7a894fde9d473119dd3f6ed164a1a1fce,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ffabab receptor,Guardian authority prototype.
aevt-1102fd537d85_authority.json,aevt-1102fd537d85_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-1102fd537d85_authority.json,08_COGNITIVE_BASIN/aevt-1102fd537d85_authority.json,12859,2026-06-10T19:58:04.140476+00:00,2026-06-10T19:58:04.140476+00:00,bd85c138f418d66ab9ff4c6bc2b3fef707285249e4740ada19f2d642783773a3,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt fdd authority,Guardian authority prototype.
aevt-1102fd537d85_receptor.json,aevt-1102fd537d85_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-1102fd537d85_receptor.json,08_COGNITIVE_BASIN/aevt-1102fd537d85_receptor.json,12337,2026-06-10T19:58:04.139479+00:00,2026-06-10T19:58:04.139479+00:00,55103340120ed6da69075f01cd97bde78699b3de5828c42ad577daec58534049,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt fdd receptor,Guardian authority prototype.
aevt-18dce98f2f6e_authority.json,aevt-18dce98f2f6e_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-18dce98f2f6e_authority.json,08_COGNITIVE_BASIN/aevt-18dce98f2f6e_authority.json,12283,2026-06-10T21:51:56.415359+00:00,2026-06-10T21:51:56.415359+00:00,07548bca839f706b961036a1f614c1e1d54024743967643c2f8eb86d93644b46,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt dceffe authority,Guardian authority prototype.
aevt-18dce98f2f6e_receptor.json,aevt-18dce98f2f6e_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-18dce98f2f6e_receptor.json,08_COGNITIVE_BASIN/aevt-18dce98f2f6e_receptor.json,11636,2026-06-10T21:51:56.414358+00:00,2026-06-10T21:51:56.414358+00:00,8e3556e5a9eb5b74bc94d349af13999e5507387faf8933a777d627288af52dbc,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt dceffe receptor,Guardian authority prototype.
aevt-1b15128dcb55_authority.json,aevt-1b15128dcb55_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-1b15128dcb55_authority.json,08_COGNITIVE_BASIN/aevt-1b15128dcb55_authority.json,13470,2026-06-10T19:58:05.041910+00:00,2026-06-10T19:58:05.041910+00:00,7a5b46f029c0f318fca6b90b12cf2bd16a5a908469b959f077fc51ae2b0fd6b1,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt bdcb authority,Guardian authority prototype.
aevt-1b15128dcb55_receptor.json,aevt-1b15128dcb55_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-1b15128dcb55_receptor.json,08_COGNITIVE_BASIN/aevt-1b15128dcb55_receptor.json,12804,2026-06-10T19:58:05.040909+00:00,2026-06-10T19:58:05.040909+00:00,4d0891bac9fb39b9730d14c3f2edb0f4e85440b0be9dc15d0288f23011afc85e,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt bdcb receptor,Guardian authority prototype.
aevt-1e2c9a8c72c2_authority.json,aevt-1e2c9a8c72c2_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-1e2c9a8c72c2_authority.json,08_COGNITIVE_BASIN/aevt-1e2c9a8c72c2_authority.json,13421,2026-06-10T21:51:56.408817+00:00,2026-06-10T21:51:56.408817+00:00,35ddf9e50ef804b288e9bedec7aa0606d0b38fd7030828000df40cb80e9cfb3a,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ecacc authority,Guardian authority prototype.
aevt-1e2c9a8c72c2_receptor.json,aevt-1e2c9a8c72c2_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-1e2c9a8c72c2_receptor.json,08_COGNITIVE_BASIN/aevt-1e2c9a8c72c2_receptor.json,12773,2026-06-10T21:51:56.407819+00:00,2026-06-10T21:51:56.407819+00:00,6847e4039d011f3e6f3d8a4559e3a8ef909ed0fffdee590cdfb10afa2a9f0b88,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ecacc receptor,Guardian authority prototype.
aevt-1ef8afc7499a_authority.json,aevt-1ef8afc7499a_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-1ef8afc7499a_authority.json,08_COGNITIVE_BASIN/aevt-1ef8afc7499a_authority.json,12859,2026-06-10T23:19:19.273973+00:00,2026-06-10T23:19:19.274973+00:00,0526f3aca72406212fffe74e215c3dc8cc38c6f119df0e69fe4ba6364cdb5b25,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt efafca authority,Guardian authority prototype.
aevt-1ef8afc7499a_receptor.json,aevt-1ef8afc7499a_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-1ef8afc7499a_receptor.json,08_COGNITIVE_BASIN/aevt-1ef8afc7499a_receptor.json,12337,2026-06-10T23:19:19.272973+00:00,2026-06-10T23:19:19.273973+00:00,ba1fc59456a2e0692dbf7d8743f5b93b6a7aefde864f79ba24ee10a7c212fbf1,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt efafca receptor,Guardian authority prototype.
aevt-204ff1bc3a4f_authority.json,aevt-204ff1bc3a4f_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-204ff1bc3a4f_authority.json,08_COGNITIVE_BASIN/aevt-204ff1bc3a4f_authority.json,12283,2026-06-10T19:58:04.118477+00:00,2026-06-10T19:58:04.118477+00:00,6a6bc4a3650da58e1b74850956840ddcc9ce6be55a857d8eb3a887825e93b60d,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ffbcaf authority,Guardian authority prototype.
aevt-204ff1bc3a4f_receptor.json,aevt-204ff1bc3a4f_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-204ff1bc3a4f_receptor.json,08_COGNITIVE_BASIN/aevt-204ff1bc3a4f_receptor.json,11636,2026-06-10T19:58:04.117476+00:00,2026-06-10T19:58:04.117476+00:00,08c71c0ca70855ce6d496a571230dff55b7a1906b61e0edecd8372cef05b68f6,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ffbcaf receptor,Guardian authority prototype.
aevt-38adc9138a14_authority.json,aevt-38adc9138a14_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-38adc9138a14_authority.json,08_COGNITIVE_BASIN/aevt-38adc9138a14_authority.json,11012,2026-06-10T23:19:19.266972+00:00,2026-06-10T23:19:19.266972+00:00,3433f1e98d980c3001929522f2009bb4399ef1eb8684c577344fb7468efb16f9,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt adca authority,Guardian authority prototype.
aevt-38adc9138a14_receptor.json,aevt-38adc9138a14_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-38adc9138a14_receptor.json,08_COGNITIVE_BASIN/aevt-38adc9138a14_receptor.json,10342,2026-06-10T23:19:19.266972+00:00,2026-06-10T23:19:19.266972+00:00,d3418ce8b8d6d2d260ce87c3f8739b8d0a1fa15c7e77f4ccc9fac3213621f779,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt adca receptor,Guardian authority prototype.
aevt-455c974ca341_authority.json,aevt-455c974ca341_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-455c974ca341_authority.json,08_COGNITIVE_BASIN/aevt-455c974ca341_authority.json,12859,2026-06-10T21:51:56.440359+00:00,2026-06-10T21:51:56.440359+00:00,7a82f29d3c573dbbb3067a33783fa19bdbfb8193136f11dd914aa567a48cfcb4,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt cca authority,Guardian authority prototype.
aevt-455c974ca341_receptor.json,aevt-455c974ca341_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-455c974ca341_receptor.json,08_COGNITIVE_BASIN/aevt-455c974ca341_receptor.json,12337,2026-06-10T21:51:56.439358+00:00,2026-06-10T21:51:56.440359+00:00,fcca3d71aac65228adf4f1d95f15c0142d1c87ebb8ae721dc7202b7679cc6cca,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt cca receptor,Guardian authority prototype.
aevt-53ac33c50478_authority.json,aevt-53ac33c50478_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-53ac33c50478_authority.json,08_COGNITIVE_BASIN/aevt-53ac33c50478_authority.json,11012,2026-06-10T21:51:56.433358+00:00,2026-06-10T21:51:56.433358+00:00,18df41250f30cd5195017aa95f8f691d2e5c34101c6ca20ec5c10138b5906fe3,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt acc authority,Guardian authority prototype.
aevt-53ac33c50478_receptor.json,aevt-53ac33c50478_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-53ac33c50478_receptor.json,08_COGNITIVE_BASIN/aevt-53ac33c50478_receptor.json,10342,2026-06-10T21:51:56.428359+00:00,2026-06-10T21:51:56.433358+00:00,d0646d84581fd31a305d886f73e3e8dc7637f2e1cdba192e5dd2307d8f971520,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt acc receptor,Guardian authority prototype.
aevt-754df0c9f5ee_authority.json,aevt-754df0c9f5ee_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-754df0c9f5ee_authority.json,08_COGNITIVE_BASIN/aevt-754df0c9f5ee_authority.json,12821,2026-06-10T19:58:04.157271+00:00,2026-06-10T19:58:04.158272+00:00,1682e0a4e431be2ae476e2a630c6d7eeecad676bbfff041ea46fd14c84d91c4e,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt dfcfee authority,Guardian authority prototype.
aevt-754df0c9f5ee_receptor.json,aevt-754df0c9f5ee_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-754df0c9f5ee_receptor.json,08_COGNITIVE_BASIN/aevt-754df0c9f5ee_receptor.json,12337,2026-06-10T19:58:04.156271+00:00,2026-06-10T19:58:04.157271+00:00,4343012422133a582debb97814310c1cd2983f6d708372ade9ef07e0cfde72d3,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt dfcfee receptor,Guardian authority prototype.
aevt-80b5bfe80b67_authority.json,aevt-80b5bfe80b67_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-80b5bfe80b67_authority.json,08_COGNITIVE_BASIN/aevt-80b5bfe80b67_authority.json,11438,2026-06-10T23:19:19.238975+00:00,2026-06-10T23:19:19.238975+00:00,9752072c20e84ae6a6e62268d6d3dbec7a39f1ded5711a489caee0bedc6ee743,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt bbfeb authority,Guardian authority prototype.
aevt-80b5bfe80b67_receptor.json,aevt-80b5bfe80b67_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-80b5bfe80b67_receptor.json,08_COGNITIVE_BASIN/aevt-80b5bfe80b67_receptor.json,10738,2026-06-10T23:19:19.237972+00:00,2026-06-10T23:19:19.237972+00:00,3dd2de95597ab8ad9051084bf0d9d5633738f1f5a7a4167e470b04b5bdfb7145,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt bbfeb receptor,Guardian authority prototype.
aevt-8155aa97839b_authority.json,aevt-8155aa97839b_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-8155aa97839b_authority.json,08_COGNITIVE_BASIN/aevt-8155aa97839b_authority.json,13470,2026-06-10T23:19:19.280972+00:00,2026-06-10T23:19:19.281973+00:00,7cf7d9e7a4a1bd226557e54380097e7e47a62428e29dbc662364952f8ea5a88c,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt aab authority,Guardian authority prototype.
aevt-8155aa97839b_receptor.json,aevt-8155aa97839b_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-8155aa97839b_receptor.json,08_COGNITIVE_BASIN/aevt-8155aa97839b_receptor.json,12804,2026-06-10T23:19:19.280972+00:00,2026-06-10T23:19:19.280972+00:00,b6b2571f663f02d97be7b94606dd0c935a2eabf10c54f265bd3f5db9a0c72abe,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt aab receptor,Guardian authority prototype.
aevt-850f0163578f_authority.json,aevt-850f0163578f_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-850f0163578f_authority.json,08_COGNITIVE_BASIN/aevt-850f0163578f_authority.json,12821,2026-06-10T21:51:56.457361+00:00,2026-06-10T21:51:56.457361+00:00,443df11e7f4fbd91c83109e4c44c7b82c455b214cb967662d34a972047d70afd,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ff authority,Guardian authority prototype.
aevt-850f0163578f_receptor.json,aevt-850f0163578f_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-850f0163578f_receptor.json,08_COGNITIVE_BASIN/aevt-850f0163578f_receptor.json,12337,2026-06-10T21:51:56.456358+00:00,2026-06-10T21:51:56.456358+00:00,d4602779bb1d1bb32cf8f19217959c523ce8a8192ef6a12478eb42f17dda8290,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ff receptor,Guardian authority prototype.
aevt-8b44af5a3674_authority.json,aevt-8b44af5a3674_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-8b44af5a3674_authority.json,08_COGNITIVE_BASIN/aevt-8b44af5a3674_authority.json,11438,2026-06-10T19:58:04.104477+00:00,2026-06-10T19:58:04.104477+00:00,f4aef7a0ef53d1abb7e91f2676bc5ba99ae6ca4350bb87df40956acf192d8057,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt bafa authority,Guardian authority prototype.
aevt-8b44af5a3674_receptor.json,aevt-8b44af5a3674_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-8b44af5a3674_receptor.json,08_COGNITIVE_BASIN/aevt-8b44af5a3674_receptor.json,10738,2026-06-10T19:58:04.103477+00:00,2026-06-10T19:58:04.103477+00:00,be3dc9ce11c4a373c648ebf27f33fbb1705ed86c2f099148d355b1ffb86decf0,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt bafa receptor,Guardian authority prototype.
aevt-8eb70e6dbb80_authority.json,aevt-8eb70e6dbb80_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-8eb70e6dbb80_authority.json,08_COGNITIVE_BASIN/aevt-8eb70e6dbb80_authority.json,13421,2026-06-10T19:58:04.111476+00:00,2026-06-10T19:58:04.111476+00:00,83f8b50be740a521eb4bbc8ecb6db93e0faa9cc5e211ad10ddffafaa68c5cfd1,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ebedbb authority,Guardian authority prototype.
aevt-8eb70e6dbb80_receptor.json,aevt-8eb70e6dbb80_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-8eb70e6dbb80_receptor.json,08_COGNITIVE_BASIN/aevt-8eb70e6dbb80_receptor.json,12773,2026-06-10T19:58:04.110476+00:00,2026-06-10T19:58:04.110476+00:00,58f47de943947a74f2df276867fb6c5b9d24896bf34fad134aad356a84d1681b,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ebedbb receptor,Guardian authority prototype.
aevt-9a54547d5718_authority.json,aevt-9a54547d5718_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-9a54547d5718_authority.json,08_COGNITIVE_BASIN/aevt-9a54547d5718_authority.json,13062,2026-06-10T23:19:19.259972+00:00,2026-06-10T23:19:19.260976+00:00,2575366599ae4388086288356e4db1a645c972b6a952d1f3f7d6b321e911afe7,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ad authority,Guardian authority prototype.
aevt-9a54547d5718_receptor.json,aevt-9a54547d5718_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-9a54547d5718_receptor.json,08_COGNITIVE_BASIN/aevt-9a54547d5718_receptor.json,12384,2026-06-10T23:19:19.259972+00:00,2026-06-10T23:19:19.259972+00:00,53e477a34433152cc271c3f429fc04b77b14e68c6a5c0c310c48c30c2ab92e28,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt ad receptor,Guardian authority prototype.
aevt-a21043482691_authority.json,aevt-a21043482691_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-a21043482691_authority.json,08_COGNITIVE_BASIN/aevt-a21043482691_authority.json,13062,2026-06-10T21:51:56.422360+00:00,2026-06-10T21:51:56.422360+00:00,73acd3be65da58f1b47c9c30def7d02d70fa6dae36e6d407a56dfe6b0079e2a4,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt a authority,Guardian authority prototype.
aevt-a21043482691_receptor.json,aevt-a21043482691_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-a21043482691_receptor.json,08_COGNITIVE_BASIN/aevt-a21043482691_receptor.json,12384,2026-06-10T21:51:56.421360+00:00,2026-06-10T21:51:56.421360+00:00,b88b17d37d14657ffb5312227f0e8f7db876beac319b6d691b01ed8802caa45a,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt a receptor,Guardian authority prototype.
aevt-a513b74545ad_authority.json,aevt-a513b74545ad_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-a513b74545ad_authority.json,08_COGNITIVE_BASIN/aevt-a513b74545ad_authority.json,11012,2026-06-10T19:58:04.132476+00:00,2026-06-10T19:58:04.132476+00:00,77faeba1a3738f64fea49ff0c213cfed28548c69b4cbfdf01d612b7c7b065b80,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt abad authority,Guardian authority prototype.
aevt-a513b74545ad_receptor.json,aevt-a513b74545ad_receptor.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-a513b74545ad_receptor.json,08_COGNITIVE_BASIN/aevt-a513b74545ad_receptor.json,10342,2026-06-10T19:58:04.131476+00:00,2026-06-10T19:58:04.131476+00:00,70025f7a5f79850fd3bdc77cb8a89a7a40a64856dcf78a9862c22a3b15aeaea2,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt abad receptor,Guardian authority prototype.
aevt-a5dfd75b39fe_authority.json,aevt-a5dfd75b39fe_authority.json,fractalish_build/fractalish-ai/guardian_authority/outputs/receptor_events/aevt-a5dfd75b39fe_authority.json,08_COGNITIVE_BASIN/aevt-a5dfd75b39fe_authority.json,12821,2026-06-10T23:19:19.288974+00:00,2026-06-10T23:19:19.288974+00:00,4ce59c02533fcc454d3bce2fdb73dca5909be7d9751853d98173f63c1cc4f283,json,08_COGNITIVE_BASIN,,REFERENCE_IMPLEMENTATION,,aevt adfdbfe authority,Guardian authority prototype.
